id,Durations,Distance,Latitude,Longitude
33427.0,1853.91,25411.76,41.92268628,-87.64948873
35430.0,2256.58,29839.65,41.89833179,-87.62076287
35555.0,2177.18,28943.31,41.90278805,-87.62614559
35645.0,369.36,2585.97,41.98026432,-87.9136246
35706.0,2171.7,29133.79,41.89250778,-87.62621491
35728.0,1919.38,25246.57,41.90120699,-87.67635599
35756.0,2256.58,29839.65,41.89833179,-87.62076287
35773.0,2158.01,28871.79,41.88530002,-87.64280847
35794.0,2135.07,28835.74,41.89321636,-87.63784421
35811.0,2130.1,28653.62,41.87925508,-87.642649
35826.0,1793.65,24153.67,41.96581197,-87.65587879
35845.0,1793.65,24153.67,41.96581197,-87.65587879
35871.0,2273.13,30170.0,41.89092203,-87.61886836
35887.0,1883.89,24988.66,41.9442266,-87.65599818
35909.0,2273.13,30170.0,41.89092203,-87.61886836
35931.0,2949.02,48841.67,41.78599852,-87.75093429
35958.0,1621.95,21236.15,41.94779159,-87.68383494
35974.0,2341.91,30442.36,41.88498719,-87.62099291
35996.0,2130.1,28653.62,41.87925508,-87.642649
36015.0,1853.91,25411.76,41.92268628,-87.64948873
36040.0,912.51,12872.66,41.97882953,-87.7711667
36051.0,2214.76,29329.81,41.89915561,-87.62621053
36062.0,2949.02,48841.67,41.78599852,-87.75093429
36074.0,2135.07,28835.74,41.89321636,-87.63784421
36086.0,2214.76,29329.81,41.89915561,-87.62621053
36097.0,1287.95,17285.07,41.968069,-87.72155906
36109.0,1800.05,24237.39,41.91236435,-87.67506276
36121.0,1664.82,20637.97,42.00157103,-87.69501259
36135.0,2177.18,28943.31,41.90278805,-87.62614559
36146.0,2122.2,28620.05,41.89960211,-87.63330804
36160.0,1629.26,20923.6,41.97517094,-87.68751552
36171.0,1919.38,25246.57,41.90120699,-87.67635599
36182.0,2171.7,29133.79,41.89250778,-87.62621491
36195.0,1883.89,24988.66,41.9442266,-87.65599818
36207.0,2122.2,28620.05,41.89960211,-87.63330804
36218.0,1664.82,20637.97,42.00157103,-87.69501259
36229.0,1883.89,24988.66,41.9442266,-87.65599818
36240.0,2294.19,30754.5,41.87886558,-87.62519214
36251.0,2949.02,48841.67,41.78599852,-87.75093429
36262.0,2313.65,31203.91,41.87400538,-87.66351755
36274.0,2130.1,28653.62,41.87925508,-87.642649
36287.0,2130.1,28653.62,41.87925508,-87.642649
36302.0,2122.2,28620.05,41.89960211,-87.63330804
36314.0,361.29,1994.43,41.97907082,-87.90303966
36327.0,361.29,1994.43,41.97907082,-87.90303966
36339.0,1883.89,24988.66,41.9442266,-87.65599818
36350.0,1664.82,20637.97,42.00157103,-87.69501259
36362.0,2341.91,30442.36,41.88498719,-87.62099291
36373.0,2949.02,48841.67,41.78599852,-87.75093429
36386.0,2171.7,29133.79,41.89250778,-87.62621491
36398.0,2133.02,28573.99,41.89204214,-87.63186395
36409.0,1793.65,24153.67,41.96581197,-87.65587879
36421.0,2122.2,28620.05,41.89960211,-87.63330804
36432.0,2135.07,28835.74,41.89321636,-87.63784421
36443.0,1919.38,25246.57,41.90120699,-87.67635599
36455.0,2244.64,30518.34,41.88099447,-87.63274649
36467.0,2016.57,26114.43,41.92926299,-87.63589095
36480.0,1855.49,24612.12,41.93623718,-87.65641153
36491.0,1873.76,25035.69,41.91474731,-87.65400703
36502.0,2171.7,29133.79,41.89250778,-87.62621491
36513.0,1919.38,25246.57,41.90120699,-87.67635599
36526.0,1746.22,24129.53,41.92187746,-87.66407824
36538.0,2001.5,27052.61,41.89253687,-87.65986432
36550.0,2218.16,29630.74,41.89503345,-87.61971067
36561.0,1883.89,24988.66,41.9442266,-87.65599818
36574.0,369.36,2585.97,41.98026432,-87.9136246
36586.0,2218.16,29630.74,41.89503345,-87.61971067
36597.0,2218.16,29630.74,41.89503345,-87.61971067
36608.0,1853.91,25411.76,41.92268628,-87.64948873
36620.0,2122.2,28620.05,41.89960211,-87.63330804
36631.0,1883.89,24988.66,41.9442266,-87.65599818
36643.0,361.29,1994.43,41.97907082,-87.90303966
36655.0,2256.58,29839.65,41.89833179,-87.62076287
36666.0,1621.95,21236.15,41.94779159,-87.68383494
36677.0,2595.66,35608.31,41.85934972,-87.61735801
36688.0,2341.91,30442.36,41.88498719,-87.62099291
36700.0,1883.89,24988.66,41.9442266,-87.65599818
36712.0,2256.58,29839.65,41.89833179,-87.62076287
36723.0,2218.16,29630.74,41.89503345,-87.61971067
36735.0,1507.41,18762.81,41.98363631,-87.72358319
36746.0,1853.91,25411.76,41.92268628,-87.64948873
36758.0,2171.7,29133.79,41.89250778,-87.62621491
36769.0,2164.16,28908.6,41.89207264,-87.62887416
36780.0,1874.95,24776.97,41.92904694,-87.65131088
36791.0,1874.95,24776.97,41.92904694,-87.65131088
36803.0,2313.65,31203.91,41.87400538,-87.66351755
36814.0,1885.4,24893.74,41.90602597,-87.67531162
36827.0,2130.1,28653.62,41.87925508,-87.642649
36838.0,2310.41,30615.91,41.89197151,-87.61294541
36849.0,2244.64,30518.34,41.88099447,-87.63274649
36861.0,361.29,1994.43,41.97907082,-87.90303966
36872.0,1958.7,26105.46,41.9049353,-87.64990723
36883.0,2273.13,30170.0,41.89092203,-87.61886836
36894.0,1629.26,20923.6,41.97517094,-87.68751552
36907.0,2313.65,31203.91,41.87400538,-87.66351755
36919.0,2313.65,31203.91,41.87400538,-87.66351755
36930.0,2244.64,30518.34,41.88099447,-87.63274649
36941.0,2171.7,29133.79,41.89250778,-87.62621491
36952.0,1883.89,24988.66,41.9442266,-87.65599818
36964.0,3071.59,41499.22,41.79409025,-87.59231086
36975.0,1919.38,25246.57,41.90120699,-87.67635599
36986.0,1814.23,24210.23,41.93615907,-87.66126522
36999.0,2122.2,28620.05,41.89960211,-87.63330804
37011.0,2130.1,28653.62,41.87925508,-87.642649
37024.0,1426.12,19859.49,41.9386662,-87.71121059
37037.0,1853.91,25411.76,41.92268628,-87.64948873
37049.0,2122.2,28620.05,41.89960211,-87.63330804
37060.0,2130.1,28653.62,41.87925508,-87.642649
37072.0,1919.38,25246.57,41.90120699,-87.67635599
37083.0,2130.1,28653.62,41.87925508,-87.642649
37094.0,1621.95,21236.15,41.94779159,-87.68383494
37105.0,2244.64,30518.34,41.88099447,-87.63274649
37117.0,2130.1,28653.62,41.87925508,-87.642649
37128.0,2164.16,28908.6,41.89207264,-87.62887416
37139.0,1883.89,24988.66,41.9442266,-87.65599818
37151.0,1843.59,24528.26,41.94913977,-87.65680391
37162.0,2294.19,30754.5,41.87886558,-87.62519214
37173.0,1883.89,24988.66,41.9442266,-87.65599818
37184.0,2171.7,29133.79,41.89250778,-87.62621491
37195.0,1588.78,21985.04,41.92276062,-87.69915534
37206.0,2256.58,29839.65,41.89833179,-87.62076287
37218.0,1664.82,20637.97,42.00157103,-87.69501259
37229.0,2313.65,31203.91,41.87400538,-87.66351755
37241.0,2084.41,27629.05,41.90949567,-87.6309636
37252.0,2313.65,31203.91,41.87400538,-87.66351755
37266.0,1853.91,25411.76,41.92268628,-87.64948873
37277.0,2273.13,30170.0,41.89092203,-87.61886836
37288.0,2122.2,28620.05,41.89960211,-87.63330804
37299.0,2133.02,28573.99,41.89204214,-87.63186395
37310.0,1883.89,24988.66,41.9442266,-87.65599818
37321.0,2218.16,29630.74,41.89503345,-87.61971067
37333.0,2595.66,35608.31,41.85934972,-87.61735801
37345.0,1853.91,25411.76,41.92268628,-87.64948873
37356.0,2256.58,29839.65,41.89833179,-87.62076287
37367.0,2273.13,30170.0,41.89092203,-87.61886836
37378.0,361.29,1994.43,41.97907082,-87.90303966
37390.0,1883.89,24988.66,41.9442266,-87.65599818
37401.0,2130.1,28653.62,41.87925508,-87.642649
37413.0,2164.16,28908.6,41.89207264,-87.62887416
37424.0,1883.89,24988.66,41.9442266,-87.65599818
37436.0,1588.78,21985.04,41.92276062,-87.69915534
37447.0,2130.1,28653.62,41.87925508,-87.642649
37461.0,1883.89,24988.66,41.9442266,-87.65599818
37473.0,1919.38,25246.57,41.90120699,-87.67635599
37485.0,2164.16,28908.6,41.89207264,-87.62887416
37497.0,1974.17,25888.75,41.92681118,-87.64260525
37510.0,1883.89,24988.66,41.9442266,-87.65599818
37522.0,2595.66,35608.31,41.85934972,-87.61735801
37533.0,1919.38,25246.57,41.90120699,-87.67635599
37546.0,1853.91,25411.76,41.92268628,-87.64948873
37557.0,2273.13,30170.0,41.89092203,-87.61886836
37570.0,2122.2,28620.05,41.89960211,-87.63330804
37582.0,2133.02,28573.99,41.89204214,-87.63186395
37593.0,2171.7,29133.79,41.89250778,-87.62621491
37604.0,2130.1,28653.62,41.87925508,-87.642649
37615.0,1974.17,25888.75,41.92681118,-87.64260525
37627.0,2122.2,28620.05,41.89960211,-87.63330804
37638.0,2164.16,28908.6,41.89207264,-87.62887416
37650.0,2341.91,30442.36,41.88498719,-87.62099291
37661.0,1588.78,21985.04,41.92276062,-87.69915534
37672.0,2341.91,30442.36,41.88498719,-87.62099291
37685.0,2244.64,30518.34,41.88099447,-87.63274649
37698.0,2310.41,30615.91,41.89197151,-87.61294541
37710.0,2112.86,27750.81,41.90749193,-87.63576009
37722.0,1919.28,23815.87,41.9867118,-87.66341641
37733.0,1919.38,25246.57,41.90120699,-87.67635599
37746.0,2214.76,29329.81,41.89915561,-87.62621053
37758.0,2112.86,27750.81,41.90749193,-87.63576009
37770.0,1958.7,26105.46,41.9049353,-87.64990723
37781.0,3071.59,41499.22,41.79409025,-87.59231086
37793.0,2341.91,30442.36,41.88498719,-87.62099291
37804.0,2273.13,30170.0,41.89092203,-87.61886836
37815.0,1883.89,24988.66,41.9442266,-87.65599818
37829.0,2130.1,28653.62,41.87925508,-87.642649
37841.0,2294.19,30754.5,41.87886558,-87.62519214
37852.0,2133.02,28573.99,41.89204214,-87.63186395
37863.0,2949.02,48841.67,41.78599852,-87.75093429
37874.0,2949.02,48841.67,41.78599852,-87.75093429
37885.0,2595.66,35608.31,41.85934972,-87.61735801
37896.0,1905.1,23546.93,42.00962288,-87.67016686
37908.0,2341.91,30442.36,41.88498719,-87.62099291
37922.0,2595.66,35608.31,41.85934972,-87.61735801
37933.0,2122.2,28620.05,41.89960211,-87.63330804
37946.0,912.51,12872.66,41.97882953,-87.7711667
37958.0,2164.16,28908.6,41.89207264,-87.62887416
37971.0,2001.5,27052.61,41.89253687,-87.65986432
37982.0,2595.66,35608.31,41.85934972,-87.61735801
37993.0,2313.65,31203.91,41.87400538,-87.66351755
38005.0,2313.65,31203.91,41.87400538,-87.66351755
38017.0,3071.59,41499.22,41.79409025,-87.59231086
38029.0,2341.91,30442.36,41.88498719,-87.62099291
38042.0,2164.86,28972.52,41.9002213,-87.62910519
38056.0,2130.1,28653.62,41.87925508,-87.642649
38068.0,2244.64,30518.34,41.88099447,-87.63274649
38079.0,1958.7,26105.46,41.9049353,-87.64990723
38091.0,2130.1,28653.62,41.87925508,-87.642649
38103.0,2135.07,28835.74,41.89321636,-87.63784421
38116.0,1773.69,23822.11,41.92876301,-87.66567684
38127.0,2130.1,28653.62,41.87925508,-87.642649
38138.0,2010.97,26278.54,41.93839126,-87.63857492
38150.0,1793.65,24153.67,41.96581197,-87.65587879
38162.0,361.29,1994.43,41.97907082,-87.90303966
38173.0,1899.21,25016.89,41.93631013,-87.65156259
38186.0,2130.1,28653.62,41.87925508,-87.642649
38198.0,1855.49,24612.12,41.93623718,-87.65641153
38212.0,2171.7,29133.79,41.89250778,-87.62621491
38223.0,1883.89,24988.66,41.9442266,-87.65599818
38235.0,2244.64,30518.34,41.88099447,-87.63274649
38246.0,1853.91,25411.76,41.92268628,-87.64948873
38257.0,2313.65,31203.91,41.87400538,-87.66351755
38270.0,2244.64,30518.34,41.88099447,-87.63274649
38281.0,1883.89,24988.66,41.9442266,-87.65599818
38292.0,1629.26,20923.6,41.97517094,-87.68751552
38303.0,2577.47,33320.21,41.84207612,-87.63397342
38314.0,1883.89,24988.66,41.9442266,-87.65599818
38326.0,2130.1,28653.62,41.87925508,-87.642649
38340.0,2313.65,31203.91,41.87400538,-87.66351755
38351.0,1621.95,21236.15,41.94779159,-87.68383494
38363.0,1919.38,25246.57,41.90120699,-87.67635599
38376.0,2133.02,28573.99,41.89204214,-87.63186395
38387.0,2273.13,30170.0,41.89092203,-87.61886836
38398.0,2310.41,30615.91,41.89197151,-87.61294541
38410.0,1958.7,26105.46,41.9049353,-87.64990723
38422.0,2244.64,30518.34,41.88099447,-87.63274649
38435.0,2158.01,28871.79,41.88530002,-87.64280847
38446.0,1853.91,25411.76,41.92268628,-87.64948873
38459.0,2341.91,30442.36,41.88498719,-87.62099291
38470.0,2214.76,29329.81,41.89915561,-87.62621053
38481.0,2122.2,28620.05,41.89960211,-87.63330804
38492.0,1919.38,25246.57,41.90120699,-87.67635599
38503.0,2256.58,29839.65,41.89833179,-87.62076287
38516.0,2294.19,30754.5,41.87886558,-87.62519214
38529.0,2256.58,29839.65,41.89833179,-87.62076287
