id,Durations,Distance,Latitude,Longitude,cluster,location_demand,wealth_index,availability,cost_efficiency,wait_time
33427,30.898500000000002,25.411759999999997,41.92268628,-87.64948873,4,6.48683440608543,11.164797074166795,False,0.6405316104391123,11.82416801258652
35421,6.0215000000000005,1.9944300000000001,41.97907082,-87.90303966,0,6.48683440608543,11.164797074166795,True,0.82754357567402,8.354553812912592
35552,6.0215000000000005,1.9944300000000001,41.97907082,-87.90303966,0,6.48683440608543,11.164797074166795,True,0.4597429609588798,8.351532179312251
35609,27.154333333333334,20.923599999999997,41.97517094,-87.68751552,3,6.48683440608543,11.164797074166795,False,0.8532547437764588,6.81281534324556
35702,49.150333333333336,48.84167,41.78599852,-87.75093429,5,6.48683440608543,11.164797074166795,True,0.6276707779977548,8.782316650338974
35721,31.604666666666667,25.31895,41.94269184,-87.65177051,4,6.48683440608543,11.164797074166795,False,0.8095261707121171,7.308092042821525
35742,36.195,29.13379,41.89250778,-87.62621491,5,6.48683440608543,11.164797074166795,True,0.7588947401221023,4.015839217468097
35762,29.103666666666665,24.12953,41.92187746,-87.66407824,4,6.48683440608543,11.164797074166795,True,0.9033510935213798,9.038387542214688
35780,30.898500000000002,25.411759999999997,41.92268628,-87.64948873,4,6.48683440608543,11.164797074166795,True,0.7738575501385896,8.085545651895792
35797,35.966833333333334,28.87179,41.88530002,-87.64280847,5,6.48683440608543,11.164797074166795,True,0.6313047167822902,10.019120808206404
35812,52.537,51.4077,41.76977806,-87.72692984,5,6.48683440608543,11.164797074166795,True,0.8967217737044152,6.32898108299998
35826,29.894166666666667,24.153669999999998,41.96581197,-87.65587879,4,6.48683440608543,11.164797074166795,True,0.5039947410912131,8.014840457225729
35842,31.39816666666667,24.98866,41.9442266,-87.65599818,4,6.48683440608543,11.164797074166795,True,0.7825939471539778,8.552214403779463
35865,27.032500000000002,21.236150000000002,41.94779159,-87.68383494,3,6.48683440608543,11.164797074166795,True,0.6775690753378678,5.445899923702568
35884,31.751666666666665,23.54693,42.00962288,-87.67016686,4,6.48683440608543,11.164797074166795,False,0.6477760462487427,7.79128625048154
35902,31.39816666666667,24.98866,41.9442266,-87.65599818,4,6.48683440608543,11.164797074166795,True,0.8538909986537646,8.612100482438834
35922,33.70433333333333,27.35038,41.91461629,-87.63171737,5,6.48683440608543,11.164797074166795,True,0.7247991284310009,4.892186040757522
35941,35.501666666666665,28.65362,41.87925508,-87.642649,5,6.48683440608543,11.164797074166795,True,0.6648060454193043,9.044219340022964
35963,39.03183333333333,30.44236,41.88498719,-87.62099291,5,6.48683440608543,11.164797074166795,True,0.6549204075539684,7.892597700331232
35981,27.154333333333334,20.923599999999997,41.97517094,-87.68751552,3,6.48683440608543,11.164797074166795,True,0.7661696189131869,8.342346565809335
36000,49.150333333333336,48.84167,41.78599852,-87.75093429,5,6.48683440608543,11.164797074166795,True,0.7770040877410569,9.163487293231544
36020,35.584500000000006,28.83574,41.89321636,-87.63784421,5,6.48683440608543,11.164797074166795,True,0.6958032324462691,6.284940988495918
36040,15.208499999999999,12.87266,41.97882953,-87.7711667,1,6.48683440608543,11.164797074166795,True,0.7555588690364639,5.798805093820143
36050,31.39816666666667,24.98866,41.9442266,-87.65599818,4,6.48683440608543,11.164797074166795,True,0.763103225876234,8.580942540963552
36060,35.501666666666665,28.65362,41.87925508,-87.642649,5,6.48683440608543,11.164797074166795,False,0.7101578661236422,6.044647031112135
36071,30.898500000000002,25.411759999999997,41.92268628,-87.64948873,4,6.48683440608543,11.164797074166795,False,0.8372878466178338,7.77093557803971
36082,29.035166666666665,23.265970000000003,41.95753092,-87.66661144,4,6.48683440608543,11.164797074166795,True,0.6933744920265348,9.429389682379108
36092,38.560833333333335,31.20391,41.87400538,-87.66351755,5,6.48683440608543,11.164797074166795,True,0.7659723363871331,6.860303747305957
36102,49.150333333333336,48.84167,41.78599852,-87.75093429,5,6.48683440608543,11.164797074166795,True,0.7423005697444776,8.798610085232493
36114,44.07266666666667,33.58878,41.83615016,-87.64878795,5,6.48683440608543,11.164797074166795,True,0.7212951198017997,9.64403963369616
36125,35.550333333333334,28.573990000000002,41.89204214,-87.63186395,5,6.48683440608543,11.164797074166795,True,0.7729977991178913,6.58978358850074
36137,32.282666666666664,25.40766,41.93465916,-87.64672973,4,6.48683440608543,11.164797074166795,True,0.7765843308090399,9.972137804484325
36147,31.39816666666667,24.98866,41.9442266,-87.65599818,4,6.48683440608543,11.164797074166795,True,0.5818853121789804,7.056873869304661
36160,27.154333333333334,20.923599999999997,41.97517094,-87.68751552,3,6.48683440608543,11.164797074166795,True,0.7695318626462611,6.56838409914759
36170,31.98966666666667,25.24657,41.90120699,-87.67635599,4,6.48683440608543,11.164797074166795,True,0.7169812734618345,8.655671263104887
36180,35.501666666666665,28.65362,41.87925508,-87.642649,5,6.48683440608543,11.164797074166795,True,0.8272886532768141,10.658951755725903
36192,49.150333333333336,48.84167,41.78599852,-87.75093429,5,6.48683440608543,11.164797074166795,True,0.5485503740120072,8.716738177207013
36203,31.229333333333333,25.03569,41.91474731,-87.65400703,4,6.48683440608543,11.164797074166795,True,0.6035988864482265,9.313093159450425
36213,36.06933333333333,28.9086,41.89207264,-87.62887416,5,6.48683440608543,11.164797074166795,False,0.6453114063467267,6.38174614835696
36223,30.898500000000002,25.411759999999997,41.92268628,-87.64948873,4,6.48683440608543,11.164797074166795,True,0.5477384014793738,8.51911437256959
36233,36.06933333333333,28.9086,41.89207264,-87.62887416,5,6.48683440608543,11.164797074166795,True,0.6263115399702424,6.2834400339195575
36243,31.98966666666667,25.24657,41.90120699,-87.67635599,4,6.48683440608543,11.164797074166795,True,0.5879686258037243,4.742357880359223
36253,35.501666666666665,28.65362,41.87925508,-87.642649,5,6.48683440608543,11.164797074166795,True,0.6630544662063204,7.242002079507439
36264,39.26316666666666,31.261860000000002,41.87740612,-87.62197165,5,6.48683440608543,11.164797074166795,True,0.5409214098225613,7.194180977949163
36274,35.501666666666665,28.65362,41.87925508,-87.642649,5,6.48683440608543,11.164797074166795,True,0.6696146130319589,7.381662441122987
36286,44.24733333333334,35.04195,41.83511799,-87.61867777,5,6.48683440608543,11.164797074166795,True,0.7583231110150769,6.667890571866483
36299,6.0215000000000005,1.9944300000000001,41.97907082,-87.90303966,0,6.48683440608543,11.164797074166795,False,0.6292863004231397,9.209876647311011
36310,49.150333333333336,48.84167,41.78599852,-87.75093429,5,6.48683440608543,11.164797074166795,True,0.7082626183512847,6.647889212797535
36323,35.966833333333334,28.87179,41.88530002,-87.64280847,5,6.48683440608543,11.164797074166795,False,0.580630450243125,8.03010409220747
36333,29.103666666666665,24.12953,41.92187746,-87.66407824,4,6.48683440608543,11.164797074166795,True,0.7466024304103185,7.938914194351748
36344,31.39816666666667,24.98866,41.9442266,-87.65599818,4,6.48683440608543,11.164797074166795,True,0.804272512954974,8.220593930473498
36354,34.876666666666665,28.0182,41.88528132,-87.6572332,5,6.48683440608543,11.164797074166795,False,0.4768307454491911,7.576491510967192
36365,42.541333333333334,33.42157,41.85026637,-87.66756931,5,6.48683440608543,11.164797074166795,True,0.7146916982023842,7.946372427237408
36375,38.560833333333335,31.20391,41.87400538,-87.66351755,5,6.48683440608543,11.164797074166795,True,0.6808105003813758,10.3835035900528
36387,38.50683333333333,30.61591,41.89197151,-87.61294541,5,6.48683440608543,11.164797074166795,True,0.7169150994745476,8.623501974894188
36398,35.550333333333334,28.573990000000002,41.89204214,-87.63186395,5,6.48683440608543,11.164797074166795,False,0.8019043432219218,12.288344557331635
36408,33.035,26.59955,41.91458571,-87.64596621,4,6.48683440608543,11.164797074166795,True,0.6469074265269669,9.44788959809719
36419,31.98966666666667,25.24657,41.90120699,-87.67635599,4,6.48683440608543,11.164797074166795,True,0.6637424870264643,8.833145947477322
36429,26.479666666666667,21.98504,41.92276062,-87.69915534,3,6.48683440608543,11.164797074166795,True,0.7392985832776259,7.986006698461253
36439,35.501666666666665,28.65362,41.87925508,-87.642649,5,6.48683440608543,11.164797074166795,True,0.6901124420027782,7.571718522937675
36449,37.8855,30.17,41.89092203,-87.61886836,5,6.48683440608543,11.164797074166795,False,0.7073562118438648,6.507795114503914
36460,39.03183333333333,30.44236,41.88498719,-87.62099291,5,6.48683440608543,11.164797074166795,True,0.7284438534335851,7.344101964705788
36472,35.7695,28.683259999999997,41.90026569,-87.63210922,5,6.48683440608543,11.164797074166795,True,0.6261260505759095,8.034195607455601
36483,38.560833333333335,31.20391,41.87400538,-87.66351755,5,6.48683440608543,11.164797074166795,True,0.7175998541427312,8.082077746933498
36493,31.249166666666667,24.776970000000002,41.92904694,-87.65131088,4,6.48683440608543,11.164797074166795,False,0.7879996788894132,6.7712809912134775
36503,36.912666666666674,29.329810000000002,41.89915561,-87.62621053,5,6.48683440608543,11.164797074166795,True,0.5607604884357399,6.802236005343417
36513,31.98966666666667,25.24657,41.90120699,-87.67635599,4,6.48683440608543,11.164797074166795,True,0.7088027652520006,9.767510890408271
36525,35.501666666666665,28.65362,41.87925508,-87.642649,5,6.48683440608543,11.164797074166795,True,0.6311398213168411,6.552578673694201
36536,42.95783333333333,33.320209999999996,41.84207612,-87.63397342,5,6.48683440608543,11.164797074166795,True,0.6323475618646274,9.487273581390566
36546,31.39816666666667,24.98866,41.9442266,-87.65599818,4,6.48683440608543,11.164797074166795,True,0.6435839281612782,6.153900442594733
36557,31.39816666666667,24.98866,41.9442266,-87.65599818,4,6.48683440608543,11.164797074166795,True,0.7001252263065818,5.25401841346298
36568,37.410666666666664,30.51834,41.88099447,-87.63274649,5,6.48683440608543,11.164797074166795,False,0.7688532074356598,12.774135492192176
36579,35.37,28.62005,41.89960211,-87.63330804,5,6.48683440608543,11.164797074166795,True,0.6027758791285774,10.17093838541502
